vehical_name,Registration Year ,Insurance ,Fuel Type ,Seats ,Kms Driven ,RTO ,Ownership ,Engine Displacement ,Transmission ,Year of Manufacture ,Engine ,Power ,Transmission ,Drive Type ,Mileage ,Fuel ,new_vehical_price,vehical_price,other_features
2021 Mahindra Bolero B6 BSVI,2021,-,Diesel,7 Seats,"9,000 Kms",,Second Owner,1493 cc,Manual,2021,1493 cc,74.96 bhp,Manual,RWD,16 kmpl,Diesel,New Car Price ₹11.29 Lakh,₹6.80 Lakh ,['Parking Sensors']
2021 Mahindra Bolero B6 BSVI,2021,-,Diesel,7 Seats,"9,000 Kms",Bhubaneswar,Second Owner,1493 cc,Manual,2021,1493 cc,74.96 bhp,Manual,RWD,16 kmpl,Diesel,New Car Price ₹11.29 Lakh,₹6.80 Lakh ,['Parking Sensors']
2010 Maruti Swift Dzire ZDi,2010,-,Diesel,5 Seats,"1,50,000 Kms",Raipur,Third Owner,1248 cc,Manual,2010,,,Manual,,,,New Car Price ₹9.06 Lakh,₹2.50 Lakh ,[]
2017 Hyundai Creta 1.6 CRDi SX,2017,-,Diesel,5 Seats,"1,68,000 Kms",Jagdalpur,First Owner,1582 cc,Manual,2017,1582 cc,126.2 bhp,Manual,FWD,19.67 kmpl,,New Car Price ₹14.78 Lakh,₹7.50 Lakh ,"['Height Adjustable Driver Seat', 'Air Purifier', 'Automatic Climate Control']"
2016 Maruti Celerio VDi,2016,-,Diesel,5 Seats,"1,02,005 Kms",Malkangiri,First Owner,793 cc,Manual,2016,793 cc,47 bhp,Manual,,27.62 kmpl,Diesel,New Car Price ₹6.15 Lakh,₹3.50 Lakh ,"['Central Locking', 'Air Conditioner', 'Digital Odometer']"
2017 Honda BR-V i-DTEC S MT,2017,-,Diesel,7 Seats,"1,16,000 Kms",Rayagada,Second Owner,1498 cc,Manual,2017,1498 cc,98.6 bhp,Manual,FWD,21.9 kmpl,,New Car Price ₹13.80 Lakh,₹5 Lakh ,"['Automatic Climate Control', 'Rear AC Vents', 'Air Purifier', 'Parking Sensors']"
2015 Maruti S Cross DDiS 200 Zeta,2015,-,Diesel,5 Seats,"81,000 Kms",Bhubaneswar,First Owner,1248 cc,Manual,2015,1248 cc,88.5 bhp,Manual,FWD,23.65 kmpl,,New Car Price ₹11.67 Lakh,₹4.50 Lakh ,"['Automatic Climate Control', 'Air Purifier', 'Parking Sensors', 'Cruise Control']"
2023 Hyundai Verna SX,Jun 2023,-,Petrol,5 Seats,"30,000 Kms",hansi,First Owner,1497 cc,Manual,2023,,,Manual,,,,New Car Price ₹14.94 Lakh,₹13.70 Lakh Make Your Offer,[]
2017 Tata Tiago 1.2 Revotron XT,2017,-,Petrol,5 Seats,"50,000 Kms",Kolkata,Second Owner,1199 cc,Manual,2017,,,Manual,,,,New Car Price ₹5.89 Lakh,₹2.80 Lakh ,[]
2013 Ford Figo Diesel EXI,Apr 2013,Comprehensive,Diesel,5 Seats,"85,434 Kms",hansi,Second Owner,1399 cc,Manual,2013,1399 cc,68.05 bhp,Manual,,20 kmpl,Diesel,New Car Price ₹6.24 Lakh,₹1.60 Lakh Make Your Offer,"['Keyless Entry', 'Central Locking', 'Air Conditioner', 'Digital Odometer', 'Bluetooth Connectivity']"
2022 Hyundai Creta EX Diesel BSVI,2022,-,Diesel,5 Seats,"30,000 Kms",Nadia,First Owner,1493 cc,Manual,2022,,,Manual,,,,New Car Price ₹15.30 Lakh,₹12 Lakh ,[]
2010 Maruti Estilo LXI,2010,-,Petrol,,"70,000 Kms",Kolkata,Third Owner,1061 cc,Manual,2010,,,Manual,,,,New Car Price ₹4.72 Lakh,₹85 Thousand ,[]
2018 Honda Amaze V Diesel BSIV,2018,-,Diesel,5 Seats,"1,21,500 Kms",Patiala,Second Owner,1498 cc,Manual,2018,1498 cc,98.63 bhp,Manual,,27.4 kmpl,Diesel,New Car Price ₹9.68 Lakh,₹6 Lakh ,"['Engine Start/Stop Button', 'Automatic Climate Control', 'Parking Sensors']"
2016 Hyundai i20 Active 1.4 SX with AVN,2016,-,Diesel,5 Seats,"93,000 Kms",Ganjam,First Owner,1396 cc,Manual,2016,1396 cc,88.73 bhp,Manual,,21.19 kmpl,Diesel,New Car Price ₹10.75 Lakh,₹4.50 Lakh ,"['Engine Start/Stop Button', 'Rear AC Vents', 'Automatic Climate Control', 'Lane Change Indicator', 'Rear Camera']"
2018 Ford Ecosport 1.5 Diesel Trend BSIV,2018,-,Diesel,5 Seats,"1,40,000 Kms",,First Owner,1498 cc,Manual,2018,1498 cc,98.96 bhp,Manual,FWD,23 kmpl,,New Car Price ₹10.59 Lakh,₹5 Lakh ,"['Automatic Climate Control', 'Parking Sensors']"
2024 Mahindra XUV700 AX5 5Str Diesel,2024,-,Diesel,5 Seats,"40,000 Kms",Dera Bassi,First Owner,2198 cc,Manual,2024,2198 cc,182 bhp,Manual,FWD,17 kmpl,Diesel,New Car Price ₹21.65 Lakh,₹18 Lakh ,"['Height Adjustable Driver Seat', 'Cruise Control', 'Sunroof']"
2020 Maruti Alto 800 VXI Plus BSVI,2020,-,Petrol,5 Seats,"1,00,000 Kms",Koraput,First Owner,796 cc,Manual,2020,796 cc,47.33 bhp,Manual,,22.05 kmpl,Petrol,New Car Price ₹5.08 Lakh,₹3 Lakh ,"['Keyless Entry', 'Central Locking', 'Air Conditioner', 'Bluetooth Connectivity', 'Touchscreen']"
2018 Maruti Baleno 1.2 Zeta,2018,-,Petrol,5 Seats,"60,000 Kms",Dera Bassi,First Owner,1197 cc,Manual,2018,1197 cc,83.1 bhp,Manual,,21.4 kmpl,Petrol,New Car Price ₹7.80 Lakh,₹5 Lakh ,"['Engine Start/Stop Button', 'Automatic Climate Control']"
2015 Hyundai EON Sportz,2015,-,Petrol,5 Seats,"1,05,000 Kms",Rayagada,First Owner,814 cc,Manual,2015,814 cc,55.2 bhp,Manual,,21.1 kmpl,Petrol,New Car Price ₹5.01 Lakh,₹2.25 Lakh ,"['Keyless Entry', 'Central Locking', 'Air Conditioner', 'Digital Odometer']"
2022 MG Gloster Savvy 4x4 6Str,2022,-,Diesel,6 Seats,"90,000 Kms",Nabha,First Owner,1996 cc,Automatic,2022,1996 cc,212.55 bhp,Automatic,4WD,10 kmpl,Diesel,New Car Price ₹50.34 Lakh,₹34 Lakh ,"['Powered Front Seats', 'Ventilated Seats', 'Ambient Lighting', 'Height Adjustable Driver Seat', 'Air Purifier', 'Automatic Climate Control', 'Drive Modes', 'Cruise Control', '360 Degree Camera', 'Sunroof', 'ADAS']"
2015 Ford Figo 1.5D Titanium Plus MT,2015,-,Diesel,5 Seats,"74,000 Kms",Koraput,Second Owner,1498 cc,Manual,2015,1498 cc,99 bhp,Manual,,25.83 kmpl,Diesel,New Car Price ₹9 Lakh,₹2.30 Lakh ,['Automatic Climate Control']
2014 Maruti Swift ZXI,Dec 2014,Third Party,Petrol,5 Seats,"82,546 Kms",Bhiwani,First Owner,1197 cc,Manual,2014,1197 cc,85.8 bhp,Manual,,18.6 kmpl,Petrol,New Car Price ₹6.27 Lakh,₹3.35 Lakh Make Your Offer,"['Keyless Entry', 'Central Locking', 'Air Conditioner', 'Digital Odometer', 'Steering Mounted Controls']"
2012 Hyundai i10 Magna,2012,-,Petrol,5 Seats,"90,000 Kms",Chandigarh,Third Owner,1197 cc,Manual,2012,1197 cc,78.9 bhp,Manual,,20.36 kmpl,Petrol,New Car Price ₹5.39 Lakh,₹1.50 Lakh ,"['Central Locking', 'Air Conditioner', 'Digital Odometer']"
2012 Honda City 1.5 S AT,2012,-,Petrol,5 Seats,"62,000 Kms",Kalahandi,First Owner,1497 cc,Automatic,2012,1497 cc,116.4 bhp,Automatic,,16.8 kmpl,Petrol,New Car Price ₹10.84 Lakh,₹3.50 Lakh ,[]
2016 Hyundai Creta 1.4 CRDi Base,2016,-,Diesel,5 Seats,"70,000 Kms",Gurgaon,First Owner,1396 cc,Manual,2016,1396 cc,88.7 bhp,Manual,FWD,21.38 kmpl,,New Car Price ₹11.43 Lakh,₹6.15 Lakh ,['Rear AC Vents']
2019 Mahindra KUV 100 NXT G80 K2,2019,-,Petrol,6 Seats,"94,000 Kms",,Second Owner,1198 cc,Manual,2019,1198 cc,82 bhp,Manual,,18.15 kmpl,Petrol,New Car Price ₹5.60 Lakh,₹2.50 Lakh ,"['Air Conditioner', 'Digital Odometer']"
2017 Hyundai i20 Asta Option 1.2,2017,-,Petrol,5 Seats,"40,000 Kms",Patiala,First Owner,1197 cc,Manual,2017,1197 cc,81.83 bhp,Manual,,18.6 kmpl,Petrol,New Car Price ₹9.01 Lakh,₹6.40 Lakh ,"['Engine Start/Stop Button', 'Rear AC Vents', 'Automatic Climate Control', 'Rear Camera']"
2018 Ford Aspire Trend Plus,2018,-,Petrol,5 Seats,"20,000 Kms",Howrah,Second Owner,1194 cc,Manual,2018,1194 cc,94.93 bhp,Manual,,20.4 kmpl,Petrol,New Car Price ₹8.05 Lakh,₹3.50 Lakh ,"['Automatic Climate Control', 'Parking Sensors']"
2017 Hyundai EON Magna Plus,2017,-,Petrol,5 Seats,"40,000 Kms",Howrah,First Owner,814 cc,Manual,2017,814 cc,55.2 bhp,Manual,,21.1 kmpl,Petrol,New Car Price ₹4.87 Lakh,₹2.32 Lakh ,"['Central Locking', 'Air Conditioner', 'Digital Odometer']"
2018 Renault KWID 1.0 RXT,2018,-,Petrol,5 Seats,"30,000 Kms",Nadia,First Owner,999 cc,Manual,2018,999 cc,67 bhp,Manual,,23.01 kmpl,Petrol,New Car Price ₹4.80 Lakh,₹2.50 Lakh ,"['Keyless Entry', 'Rear Camera', 'Central Locking', 'Air Conditioner', 'Digital Odometer', 'Bluetooth Connectivity', 'Touchscreen']"
2024 Toyota Innova Crysta 2.4 GX 7Str,2024,-,Diesel,7 Seats,"12,000 Kms",Kheda,First Owner,2393 cc,Manual,2024,2393 cc,147.51 bhp,Manual,,,Diesel,New Car Price ₹23.37 Lakh,₹21.51 Lakh ,"['Rear AC Vents', 'Rear Charging Sockets', 'Tumble Fold Seats']"
2011 Maruti Wagon R LXI CNG,Jun 2011,Comprehensive,CNG,5 Seats,"68,000 Kms",Ahmedabad,First Owner,998 cc,Manual,2011,,,Manual,,,,New Car Price ₹4.80 Lakh,₹2.11 Lakh Make Your Offer,[]
2010 Maruti Alto 800 LX,2010,-,Petrol,5 Seats,"1,50,000 Kms",Kheda,First Owner,796 cc,Manual,2010,,,Manual,,,,New Car Price ₹3.15 Lakh,₹1 Lakh ,[]
2018 Tata Hexa XT,Jul 2018,Comprehensive,Diesel,7 Seats,"73,371 Kms",Surendranagar,First Owner,2179 cc,Manual,2018,,,Manual,,,,New Car Price ₹19.98 Lakh,₹8 Lakh Make Your Offer,[]
2014 Maruti Wagon R VXI BS IV,Mar 2014,Comprehensive,Petrol,5 Seats,"78,706 Kms",Bhavnagar,Third Owner,998 cc,Manual,2014,,,Manual,,,,New Car Price ₹5.06 Lakh,₹1.91 Lakh Make Your Offer,[]
2015 Hyundai EON Era Plus,Feb 2016,Comprehensive,Petrol,5 Seats,"92,592 Kms",Kheda,First Owner,814 cc,Manual,2015,,,Manual,,,,New Car Price ₹4.29 Lakh,₹2.11 Lakh Make Your Offer,[]
2020 Tata Tiago XZ,Jun 2020,-,Petrol,5 Seats,"64,000 Kms",Kheda,First Owner,1199 cc,Manual,2020,,,Manual,,,,New Car Price ₹6.15 Lakh,₹3.75 Lakh Make Your Offer,[]
2012 Honda City S,Mar 2012,-,Petrol,5 Seats,"77,011 Kms",Ahmedabad,Second Owner,1497 cc,Manual,2012,,,Manual,,,,New Car Price ₹9.67 Lakh,₹3.11 Lakh Make Your Offer,[]
2012 Hyundai Verna 1.6 SX,Feb 2012,Comprehensive,Diesel,5 Seats,"93,002 Kms",Ahmedabad,Second Owner,1582 cc,Manual,2012,,,Manual,,,,New Car Price ₹11.97 Lakh,₹3.35 Lakh Make Your Offer,[]
2015 Hyundai i20 1.4 CRDi Anniversary Edition,Mar 2016,Comprehensive,Diesel,5 Seats,"93,000 Kms",Kheda,First Owner,1396 cc,Manual,2015,,,Manual,,,,New Car Price ₹8.94 Lakh,₹4.65 Lakh Make Your Offer,[]
2013 Toyota Innova 2.5 VX (Diesel) 8 Seater,2013,-,Diesel,8 Seats,"1,50,000 Kms",Kheda,Second Owner,2494 cc,Manual,2013,2494 cc,100 bhp,Manual,,,Diesel,New Car Price ₹16.16 Lakh,₹5.75 Lakh ,"['Rear AC Vents', 'Tumble Fold Seats']"
2016 Maruti Alto K10 VXI,2016,-,Petrol,5 Seats,"80,000 Kms",Ahmedabad,Fourth Owner,998 cc,Manual,2016,998 cc,67.05 bhp,Manual,,23.95 kmpl,Petrol,New Car Price ₹4.50 Lakh,₹2 Lakh ,"['Central Locking', 'Air Conditioner', 'Digital Odometer']"
2018 Mahindra XUV500 W9 BSIV,2018,-,Diesel,7 Seats,"86,000 Kms",Nadia,Second Owner,2179 cc,Manual,2018,2179 cc,152.87 bhp,Manual,FWD,15.1 kmpl,,New Car Price ₹18.23 Lakh,₹8.60 Lakh ,"['Height Adjustable Driver Seat', 'Automatic Climate Control', 'Cruise Control']"
2017 Maruti Alto 800 LXI,2017,-,Petrol,5 Seats,"51,000 Kms",Kheda,First Owner,796 cc,Manual,2017,796 cc,47.3 bhp,Manual,,24.7 kmpl,Petrol,New Car Price ₹4.02 Lakh,₹3.20 Lakh ,"['Air Conditioner', 'Digital Odometer']"
2020 Renault Triber RXT BSIV,2020,-,Petrol,7 Seats,"90,000 Kms",Nadia,First Owner,999 cc,Manual,2020,999 cc,72 bhp,Manual,,20 kmpl,Petrol,New Car Price ₹6.99 Lakh,₹3.50 Lakh ,"['Touchscreen', 'Parking Sensors', 'Rear AC Vents', 'Rear Charging Sockets']"
2011 Toyota Corolla Altis G,Mar 2011,Third Party,Petrol,5 Seats,"85,986 Kms",Bhavnagar,Second Owner,1798 cc,Manual,2011,,,Manual,,,,New Car Price ₹16.18 Lakh,₹2.51 Lakh Make Your Offer,[]
2022 Mahindra Thar LX 4WD Hard Top BSVI,2022,-,Petrol,4 Seats,"30,000 Kms",Asansol,Second Owner,1997 cc,Manual,2022,1997 cc,150 bhp,Manual,4X4,15.2 kmpl,,New Car Price ₹17 Lakh,₹11.80 Lakh ,"['Height Adjustable Driver Seat', 'Cruise Control']"
2015 Hyundai i20 Sportz Option 1.4 CRDi,2015,-,Diesel,5 Seats,"70,000 Kms",Kolkata,Third Owner,1396 cc,Manual,2015,1396 cc,88.73 bhp,Manual,,22.54 kmpl,Diesel,New Car Price ₹9.08 Lakh,₹3 Lakh ,"['Engine Start/Stop Button', 'Rear AC Vents', 'Automatic Climate Control', 'Rear Camera']"
2022 Maruti Swift Dzire VXI AT BSVI,2022,-,Petrol,5 Seats,"90,000 Kms",Kheda,First Owner,1197 cc,Automatic,2022,,,Automatic,,,,New Car Price ₹8.88 Lakh,₹6.25 Lakh ,[]
2015 Hyundai EON Era Plus,2015,-,Petrol,5 Seats,"83,000 Kms",Kheda,First Owner,814 cc,Manual,2015,814 cc,55.2 bhp,Manual,,21.1 kmpl,Petrol,New Car Price ₹4.29 Lakh,₹2 Lakh ,"['Air Conditioner', 'Digital Odometer']"
2015 Maruti Swift Dzire LXI,2015,-,Petrol,5 Seats,"83,000 Kms",Kheda,First Owner,1197 cc,Manual,2015,1197 cc,83.14 bhp,Manual,,20.85 kmpl,Petrol,New Car Price ₹6.11 Lakh,₹3.90 Lakh ,[]
2016 Maruti Ciaz ZDi Plus SHVS,2016,-,Diesel,5 Seats,"89,000 Kms",Anand,Second Owner,1248 cc,Manual,2016,1248 cc,88.5 bhp,Manual,,28.09 kmpl,Diesel,New Car Price ₹11.82 Lakh,₹5.55 Lakh ,"['Engine Start/Stop Button', 'Automatic Climate Control', 'Rear AC Vents', 'Parking Sensors']"
2019 Maruti Alto 800 CNG LXI,2019,-,CNG,5 Seats,"2,75,000 Kms",Kheda,First Owner,796 cc,Manual,2019,796 cc,40.3 bhp,Manual,,33.44 km/kg,CNG,New Car Price ₹4.39 Lakh,₹2.90 Lakh ,"['Air Conditioner', 'Digital Odometer']"
2015 Maruti Swift Dzire VDI,2015,-,Diesel,5 Seats,"15,90,000 Kms",Kheda,Second Owner,1248 cc,Manual,2015,,,Manual,,,,New Car Price ₹8.10 Lakh,₹4 Lakh ,[]
2013 Chevrolet Enjoy TCDi LS 8 Seater,2013,-,Diesel,8 Seats,"1,20,000 Kms",Kheda,First Owner,1248 cc,Manual,2013,1248 cc,73.8 bhp,Manual,,18.2 kmpl,Diesel,New Car Price ₹8.28 Lakh,₹3.25 Lakh ,"['Rear AC Vents', 'Tumble Fold Seats']"
2013 Hyundai Verna 1.6 SX CRDI (O) AT,2013,-,Diesel,5 Seats,"76,000 Kms",Mandvi (Kachchh),Second Owner,1582 cc,Automatic,2013,1582 cc,126.32 bhp,Automatic,,22.32 kmpl,Diesel,New Car Price ₹13.89 Lakh,₹4.25 Lakh ,"['Leather Seats', 'Height Adjustable Driver Seat', 'Automatic Climate Control', 'Air Purifier']"
2016 Hyundai Creta 1.4 E Plus,2016,-,Diesel,5 Seats,"92,000 Kms",Kheda,Second Owner,1396 cc,Manual,2016,1396 cc,88.7 bhp,Manual,FWD,22.1 kmpl,Diesel,New Car Price ₹11.09 Lakh,₹7.50 Lakh ,"['Rear AC Vents', 'Parking Sensors']"
2022 Tata Harrier XZA Plus Dark Edition AT 2020-2022,2022,-,Diesel,5 Seats,"50,000 Kms",Kheda,First Owner,1956 cc,Automatic,2022,1956 cc,167.67 bhp,Automatic,,14.6 kmpl,Diesel,New Car Price ₹22.72 Lakh,₹17.50 Lakh ,"['Powered Front Seats', 'Ventilated Seats', 'Height Adjustable Driver Seat', 'Air Purifier', 'Automatic Climate Control', 'Drive Modes', 'Cruise Control']"
2022 Hyundai Venue SX Diesel,2022,-,Diesel,5 Seats,"44,000 Kms",,First Owner,1493 cc,Manual,2022,1493 cc,98.6 bhp,Manual,FWD,23.7 kmpl,Diesel,New Car Price ₹11.09 Lakh,₹10 Lakh ,"['Automatic Climate Control', 'Rear AC Vents', 'Parking Sensors', 'Cooled Glovebox', 'Cruise Control']"
2019 Maruti Alto 800 VXI,2019,-,Petrol,5 Seats,"57,000 Kms",Kheda,First Owner,796 cc,Manual,2019,796 cc,47.3 bhp,Manual,,24.7 kmpl,Petrol,New Car Price ₹4.25 Lakh,₹3 Lakh ,"['Keyless Entry', 'Central Locking', 'Air Conditioner', 'Digital Odometer']"
2025 Hyundai Aura E CNG,2025,-,CNG,5 Seats,"21,000 Kms",,First Owner,1197 cc,Manual,2025,1197 cc,68 bhp,Manual,,22 km/kg,CNG,New Car Price ₹8.40 Lakh,₹7 Lakh ,"['Parking Sensors', 'Android Auto/Apple CarPlay']"
2010 Chevrolet Spark 1.0,2010,-,Petrol,5 Seats,"1,00,000 Kms",Sivasagar,Fifth Owner,995 cc,Manual,2010,,,Manual,,,,New Car Price ₹3.54 Lakh,₹55 Thousand ,[]
2024 Renault Kiger RXE,2024,-,Petrol,5 Seats,"20,000 Kms",Nagaon,First Owner,999 cc,Manual,2024,,,Manual,,,,New Car Price ₹6.91 Lakh,₹6.60 Lakh ,[]
2023 Honda City VX MT,2023,-,Petrol,5 Seats,"40,000 Kms",,First Owner,1498 cc,Manual,2023,1498 cc,119.35 bhp,Manual,,18.6 kmpl,Petrol,New Car Price ₹15.40 Lakh,₹11.90 Lakh ,"['Height Adjustable Driver Seat', 'Wireless Android Auto/Apple CarPlay', 'Tyre Pressure Monitor', 'Automatic Climate Control', 'Voice Commands']"
2017 Maruti Swift Dzire VXI,2017,-,Petrol,5 Seats,"49,000 Kms",Kheda,First Owner,1197 cc,Manual,2017,1197 cc,83.14 bhp,Manual,,20.85 kmpl,Petrol,New Car Price ₹6.91 Lakh,₹4.75 Lakh ,[]
2018 Maruti Swift LXI,2018,-,Petrol,5 Seats,"16,000 Kms",,First Owner,1197 cc,Manual,2018,1197 cc,81.80 bhp,Manual,,22 kmpl,Petrol,New Car Price ₹5.59 Lakh,₹5.50 Lakh ,"['Air Conditioner', 'Digital Odometer']"
2024 Hyundai Aura SX CNG,2024,-,CNG,5 Seats,"1,000 Kms",,First Owner,1197 cc,Manual,2024,1197 cc,68 bhp,Manual,,22 km/kg,CNG,New Car Price ₹10.11 Lakh,₹6 Lakh ,"['Engine Start/Stop Button', 'Rear AC Vents', 'Parking Sensors', 'Cup Holders', 'Android Auto/Apple CarPlay']"
2010 Fiat Punto 1.3 Active,2010,-,Diesel,5 Seats,"1,20,000 Kms",Guwahati,Third Owner,1248 cc,Manual,2010,,,Manual,,,,New Car Price ₹6.11 Lakh,₹80 Thousand ,[]
2018 Mahindra Scorpio S7 140 BSIV,2018,-,Diesel,7 Seats,"50,000 Kms",Sonitpur,First Owner,2179 cc,Manual,2018,,,Manual,,,,New Car Price ₹16.57 Lakh,₹10 Lakh ,[]
2023 Mahindra Bolero Pik Up CBC 1.7T,2023,-,Diesel,2 Seats,"5,000 Kms",,First Owner,2523 cc,Manual,2023,2523 cc,75.09 bhp,Manual,,14.3 kmpl,Diesel,New Car Price ₹10 Lakh,₹6 Lakh ,[]
2016 Renault KWID RXL,2016,-,Petrol,5 Seats,"36,000 Kms",Golaghat,First Owner,799 cc,Manual,2016,799 cc,53.3 bhp,Manual,,25.17 kmpl,Petrol,New Car Price ₹4.38 Lakh,₹1.10 Lakh ,"['Keyless Entry', 'Air Conditioner', 'Digital Odometer', 'Bluetooth Connectivity']"
2019 Mahindra XUV300 W8 Option Diesel BSIV,2019,-,Diesel,5 Seats,"84,000 Kms",,Second Owner,1497 cc,Manual,2019,1497 cc,115 bhp,Manual,FWD,20 kmpl,,New Car Price ₹14.04 Lakh,₹7 Lakh ,"['Height Adjustable Driver Seat', 'Automatic Climate Control', 'Cruise Control']"
2021 Hyundai Aura SX Option,2021,-,Petrol,5 Seats,"34,000 Kms",Kheda,First Owner,1197 cc,Manual,2021,1197 cc,81.86 bhp,Manual,,20.5 kmpl,Petrol,New Car Price ₹9.20 Lakh,₹4.50 Lakh ,"['Engine Start/Stop Button', 'Automatic Climate Control', 'Rear AC Vents', 'Parking Sensors', 'Android Auto/Apple CarPlay', 'Wireless Charging']"
2017 Datsun GO T BSIV,2017,-,Petrol,5 Seats,"1,20,000 Kms",barpeta,Third Owner,1198 cc,Manual,2017,1198 cc,67 bhp,Manual,,20.63 kmpl,Petrol,New Car Price ₹5.21 Lakh,₹1 Lakh ,"['Central Locking', 'Air Conditioner', 'Digital Odometer', 'Bluetooth Connectivity']"
2020 Maruti Ertiga VXI,2020,-,Petrol,7 Seats,"10,000 Kms",Kokrajhar,Second Owner,1462 cc,Manual,2020,1462 cc,103.26 bhp,Manual,,19.01 kmpl,Petrol,New Car Price ₹10.26 Lakh,₹7.50 Lakh ,"['Parking Sensors', 'Rear AC Vents', 'Rear Seat Armrest', 'Tumble Fold Seats']"
2016 Hyundai EON 1.0 Era Plus,2016,-,Petrol,5 Seats,"37,000 Kms",Dhemaji,First Owner,998 cc,Manual,2016,998 cc,68.05 bhp,Manual,,20.3 kmpl,Petrol,New Car Price ₹4.89 Lakh,₹2 Lakh ,"['Air Conditioner', 'Digital Odometer']"
2020 Tata Tiago XZ Plus,2020,-,Petrol,5 Seats,"72,000 Kms",Nagaon,First Owner,1199 cc,Manual,2020,1199 cc,83.83 bhp,Manual,,23.84 kmpl,Petrol,New Car Price ₹7.06 Lakh,₹3.90 Lakh ,"['Central Locking', 'Air Conditioner', 'Digital Odometer', 'Height Adjustable Driver Seat', 'Bluetooth Connectivity', 'Touchscreen', 'Steering Mounted Controls']"
2022 Maruti Alto K10 LXi BSVI,2022,-,Petrol,5 Seats,"50,000 Kms",Guwahati,First Owner,998 cc,Manual,2022,998 cc,65.71 bhp,Manual,,24.39 kmpl,Petrol,New Car Price ₹5.37 Lakh,₹4.60 Lakh ,"['Air Conditioner', 'Digital Odometer']"
2020 Maruti Wagon R VXI 1.2,2020,-,Petrol,5 Seats,"60,000 Kms",Guwahati,Second Owner,1197 cc,Manual,2020,1197 cc,81.80 bhp,Manual,,20.52 kmpl,Petrol,New Car Price ₹6.64 Lakh,₹4.60 Lakh ,"['Keyless Entry', 'Central Locking', 'Air Conditioner', 'Digital Odometer', 'Bluetooth Connectivity', 'Steering Mounted Controls']"
2023 Maruti Swift VXI BSVI,2023,-,Petrol,5 Seats,"30,000 Kms",Itanagar,First Owner,1197 cc,Manual,2023,1197 cc,88.50 bhp,Manual,,22.38 kmpl,Petrol,New Car Price ₹7.53 Lakh,₹6 Lakh ,['Android Auto/Apple CarPlay']
2016 Maruti Wagon R VXI BS IV,2016,-,Petrol,5 Seats,"1,20,000 Kms",Jorhat,First Owner,998 cc,Manual,2016,998 cc,67.04 bhp,Manual,,20.51 kmpl,Petrol,New Car Price ₹5.42 Lakh,₹3.13 Lakh ,"['Keyless Entry', 'Central Locking', 'Air Conditioner', 'Digital Odometer']"
2020 Hyundai Venue S Diesel BSIV,2020,-,Diesel,5 Seats,"50,000 Kms",Tindivanam,Second Owner,1396 cc,Manual,2020,,,Manual,,,,New Car Price ₹10.04 Lakh,₹8.10 Lakh ,[]
2022 Tata Safari XZ Plus Gold,2022,-,Diesel,7 Seats,"50,000 Kms",Nagapattinam,First Owner,1956 cc,Manual,2022,1956 cc,167.67 bhp,Manual,,16.14 kmpl,Diesel,New Car Price ₹28.50 Lakh,₹17.50 Lakh ,"['Powered Front Seats', 'Ventilated Seats', 'Height Adjustable Driver Seat', 'Air Purifier', 'Automatic Climate Control', 'Drive Modes', 'Cruise Control']"
2020 Hyundai Grand i10 Magna,2020,-,Petrol,5 Seats,"80,000 Kms",,Fourth Owner,1197 cc,Manual,2020,1197 cc,81.86 bhp,Manual,,18.9 kmpl,Petrol,New Car Price ₹7.19 Lakh,₹3 Lakh ,"['Keyless Entry', 'Central Locking', 'Air Conditioner', 'Digital Odometer', 'Bluetooth Connectivity', 'Steering Mounted Controls']"
2021 Kia Seltos GTX Plus DCT,2021,-,Petrol,5 Seats,"90,000 Kms",thiruvarur,First Owner,1353 cc,Automatic,2021,,,Automatic,,,,New Car Price ₹22.67 Lakh,₹13 Lakh ,[]
2023 Kia Sonet GTX Plus Turbo iMT BSVI,2023,-,Petrol,5 Seats,"30,000 Kms",Tiruchirappalli,Second Owner,998 cc,Manual,2023,,,Manual,,,,New Car Price ₹16.10 Lakh,₹9.85 Lakh ,[]
2019 Maruti Swift Dzire Tour 1.3 S Diesel,2019,-,Diesel,5 Seats,"1,76,000 Kms",TG31,Second Owner,1248 cc,Manual,2019,1248 cc,74.02 bhp,Manual,,19.95 kmpl,Diesel,New Car Price ₹7.83 Lakh,₹5.29 Lakh ,"['Parking Sensors', 'Android Auto/Apple CarPlay']"
2022 Mahindra XUV300 W8 AMT Optional Diesel BSVI,2022,-,Diesel,5 Seats,"88,000 Kms",Ranga reddy,First Owner,1497 cc,Automatic,2022,1497 cc,115.05 bhp,Automatic,,19.7 kmpl,Diesel,New Car Price ₹17.87 Lakh,₹12 Lakh ,"['Height Adjustable Driver Seat', 'Automatic Climate Control', 'Cruise Control']"
2024 Tata Nexon Creative Plus AMT,2024,-,Petrol,5 Seats,"10,000 Kms",TG08,First Owner,1199 cc,Automatic,2024,1199 cc,118.27 bhp,Automatic,FWD,17.18 kmpl,,New Car Price ₹14.60 Lakh,₹12 Lakh ,"['Automatic Climate Control', 'Rear AC Vents', 'Parking Sensors', 'Cooled Glovebox', 'Cruise Control', '360 Degree Camera', 'Advanced Internet Features']"
2024 Nissan Magnite XE BSVI,May 2024,-,Petrol,5 Seats,"6,295 Kms",TG08,First Owner,999 cc,Manual,2024,,,Manual,,,,New Car Price ₹7.13 Lakh,₹7.90 Lakh Make Your Offer,[]
